rank,landkreis_id,landkreis_name,ags,roof_area_m2,sun_hours_mean,sun_percentile,score,lat,lon,maps_url,earth_url
115,09189,Traunstein,9189118,20511.632149989164,1874.7310791015625,14.717326164245605,38453794.27468349,48.00855,12.804606,"https://maps.google.com/?q=48.00855,12.804606","https://earth.google.com/web/@48.00855,12.804606,500a,35y,0h,0t,0r"
116,09179,Fürstenfeldbruck,9179142,19738.29625001932,1937.2510986328125,78.7193832397461,38238036.09548985,48.230704,11.338146,"https://maps.google.com/?q=48.230704,11.338146","https://earth.google.com/web/@48.230704,11.338146,500a,35y,0h,0t,0r"
117,09174,Dachau,9174113,19625.9933501062,1934.5443115234375,75.96131896972656,37967353.79344476,48.240372,11.346638,"https://maps.google.com/?q=48.240372,11.346638","https://earth.google.com/web/@48.240372,11.346638,500a,35y,0h,0t,0r"
118,09177,Erding,9177130,19150.037150014025,1974.4930419921875,96.40650177001953,37811615.10659459,48.281611,11.811995,"https://maps.google.com/?q=48.281611,11.811995","https://earth.google.com/web/@48.281611,11.811995,500a,35y,0h,0t,0r"
119,09179,Fürstenfeldbruck,9179134,19633.022399947524,1925.766845703125,67.41817474365234,37808623.61876574,48.216706,11.284229,"https://maps.google.com/?q=48.216706,11.284229","https://earth.google.com/web/@48.216706,11.284229,500a,35y,0h,0t,0r"
120,09174,Dachau,9174135,19649.874749918723,1911.3406982421875,50.13161087036133,37557605.32488118,48.302391,11.209312,"https://maps.google.com/?q=48.302391,11.209312","https://earth.google.com/web/@48.302391,11.209312,500a,35y,0h,0t,0r"
121,09176,Eichstätt,9176114,20172.742950015087,1859.3062744140625,5.928130149841309,37507307.539105095,49.031393,11.458772,"https://maps.google.com/?q=49.031393,11.458772","https://earth.google.com/web/@49.031393,11.458772,500a,35y,0h,0t,0r"
122,09184,München (Lkr),9184119,18829.926049993694,1974.465087890625,96.39505767822266,37179031.593274765,48.265659,11.669356,"https://maps.google.com/?q=48.265659,11.669356","https://earth.google.com/web/@48.265659,11.669356,500a,35y,0h,0t,0r"
123,09184,München (Lkr),9184114,18957.116499994023,1947.3870849609375,85.57450103759766,36916843.84018825,48.038712,11.658139,"https://maps.google.com/?q=48.038712,11.658139","https://earth.google.com/web/@48.038712,11.658139,500a,35y,0h,0t,0r"
124,09163,Rosenheim (Stadt),9163000,19826.12849995397,1856.1888427734375,5.018311023712158,36801038.51700703,47.818178,12.116361,"https://maps.google.com/?q=47.818178,12.116361","https://earth.google.com/web/@47.818178,12.116361,500a,35y,0h,0t,0r"
125,09186,Pfaffenhofen a.d.Ilm,9186139,19283.27844998032,1884.2828369140625,27.12291145324707,36335150.62273272,48.758667,11.695564,"https://maps.google.com/?q=48.758667,11.695564","https://earth.google.com/web/@48.758667,11.695564,500a,35y,0h,0t,0r"
126,09181,Landsberg am Lech,9181113,18085.896299990218,1938.249755859375,79.69786834716797,35054984.087954015,47.924043,10.863187,"https://maps.google.com/?q=47.924043,10.863187","https://earth.google.com/web/@47.924043,10.863187,500a,35y,0h,0t,0r"
127,09183,Mühldorf a.Inn,9183128,18729.81154995397,1864.035400390625,7.421606540679932,34913031.771759406,48.249203,12.478286,"https://maps.google.com/?q=48.249203,12.478286","https://earth.google.com/web/@48.249203,12.478286,500a,35y,0h,0t,0r"
128,09189,Traunstein,9189157,18138.641300011226,1898.1636962890625,38.09223937988281,34430110.41569076,48.03595,12.569076,"https://maps.google.com/?q=48.03595,12.569076","https://earth.google.com/web/@48.03595,12.569076,500a,35y,0h,0t,0r"
129,09176,Eichstätt,9176129,18370.56419996856,1870.0792236328125,10.282673835754395,34354410.43677395,48.791161,11.514898,"https://maps.google.com/?q=48.791161,11.514898","https://earth.google.com/web/@48.791161,11.514898,500a,35y,0h,0t,0r"
130,09182,Miesbach,9182137,17956.62184999751,1911.82373046875,50.692378997802734,34329895.771878906,47.864073,11.791301,"https://maps.google.com/?q=47.864073,11.791301","https://earth.google.com/web/@47.864073,11.791301,500a,35y,0h,0t,0r"
131,09176,Eichstätt,9176129,18355.734099993202,1870.0792236328125,10.282673835754395,34326676.97492563,48.790268,11.515214,"https://maps.google.com/?q=48.790268,11.515214","https://earth.google.com/web/@48.790268,11.515214,500a,35y,0h,0t,0r"
132,09189,Traunstein,9189154,17921.001000057957,1902.31396484375,41.445411682128906,34091370.46638906,47.956602,12.609334,"https://maps.google.com/?q=47.956602,12.609334","https://earth.google.com/web/@47.956602,12.609334,500a,35y,0h,0t,0r"
133,09190,Weilheim-Schongau,9190140,17315.681900041523,1959.5714111328125,91.27947235107422,33931315.21559127,47.80318,10.936049,"https://maps.google.com/?q=47.80318,10.936049","https://earth.google.com/web/@47.80318,10.936049,500a,35y,0h,0t,0r"
134,09163,Rosenheim (Stadt),9163000,17971.844050011012,1853.7061767578125,4.617761611938477,33314518.323233552,47.846839,12.122288,"https://maps.google.com/?q=47.846839,12.122288","https://earth.google.com/web/@47.846839,12.122288,500a,35y,0h,0t,0r"
135,09185,Neuburg-Schrobenhausen,9185149,17762.12390000026,1873.4315185546875,13.263904571533203,33276122.750733998,48.738256,11.221298,"https://maps.google.com/?q=48.738256,11.221298","https://earth.google.com/web/@48.738256,11.221298,500a,35y,0h,0t,0r"
136,09190,Weilheim-Schongau,9190140,16864.544049987086,1952.8758544921875,88.41840362548828,32934360.872239668,47.781827,10.942578,"https://maps.google.com/?q=47.781827,10.942578","https://earth.google.com/web/@47.781827,10.942578,500a,35y,0h,0t,0r"
137,09181,Landsberg am Lech,9181130,17019.74605000306,1917.959716796875,58.434425354003906,32643187.314018603,48.069493,10.84777,"https://maps.google.com/?q=48.069493,10.84777","https://earth.google.com/web/@48.069493,10.84777,500a,35y,0h,0t,0r"
138,09185,Neuburg-Schrobenhausen,9185149,17352.65895003391,1873.3570556640625,13.172350883483887,32507726.07857817,48.738198,11.245941,"https://maps.google.com/?q=48.738198,11.245941","https://earth.google.com/web/@48.738198,11.245941,500a,35y,0h,0t,0r"
139,09185,Neuburg-Schrobenhausen,9185149,16737.5492000432,1876.941650390625,18.16777229309082,31415403.219023366,48.726644,11.171441,"https://maps.google.com/?q=48.726644,11.171441","https://earth.google.com/web/@48.726644,11.171441,500a,35y,0h,0t,0r"
140,09171,Altötting,9171118,16509.947600000385,1876.3695068359375,17.01190185546875,30978762.23609989,48.205894,12.834576,"https://maps.google.com/?q=48.205894,12.834576","https://earth.google.com/web/@48.205894,12.834576,500a,35y,0h,0t,0r"
141,09187,Rosenheim (Lkr),9187177,16698.766549968437,1851.2215576171875,4.194323539733887,30913116.62291836,47.847842,12.157936,"https://maps.google.com/?q=47.847842,12.157936","https://earth.google.com/web/@47.847842,12.157936,500a,35y,0h,0t,0r"
142,09186,Pfaffenhofen a.d.Ilm,9186122,16386.249750027593,1881.1409912109375,23.79262924194336,30824846.096996885,48.740745,11.635345,"https://maps.google.com/?q=48.740745,11.635345","https://earth.google.com/web/@48.740745,11.635345,500a,35y,0h,0t,0r"
143,09187,Rosenheim (Lkr),9187169,16393.724700028124,1853.3431396484375,4.537651538848877,30383197.206082262,47.837228,12.158132,"https://maps.google.com/?q=47.837228,12.158132","https://earth.google.com/web/@47.837228,12.158132,500a,35y,0h,0t,0r"
144,09181,Landsberg am Lech,9181130,15826.254799977323,1917.959716796875,58.434425354003906,30354119.174119692,48.068075,10.846612,"https://maps.google.com/?q=48.068075,10.846612","https://earth.google.com/web/@48.068075,10.846612,500a,35y,0h,0t,0r"
145,09183,Mühldorf a.Inn,9183112,16090.530750031106,1875.449462890625,15.775920867919922,30176977.252770923,48.24379,12.415984,"https://maps.google.com/?q=48.24379,12.415984","https://earth.google.com/web/@48.24379,12.415984,500a,35y,0h,0t,0r"
146,09185,Neuburg-Schrobenhausen,9185140,16022.660649976793,1878.182373046875,19.855802536010742,30093478.8020982,48.690691,11.455139,"https://maps.google.com/?q=48.690691,11.455139","https://earth.google.com/web/@48.690691,11.455139,500a,35y,0h,0t,0r"
147,09183,Mühldorf a.Inn,9183112,16089.847449968378,1868.5682373046875,9.155412673950195,30064977.888088733,48.252058,12.43222,"https://maps.google.com/?q=48.252058,12.43222","https://earth.google.com/web/@48.252058,12.43222,500a,35y,0h,0t,0r"
148,09185,Neuburg-Schrobenhausen,9185149,15923.934099998314,1874.87744140625,14.946211814880371,29855424.822526574,48.744059,11.246617,"https://maps.google.com/?q=48.744059,11.246617","https://earth.google.com/web/@48.744059,11.246617,500a,35y,0h,0t,0r"
149,09188,Starnberg,9188121,15368.041450048224,1928.3297119140625,70.15335083007812,29634650.942054864,48.091642,11.286339,"https://maps.google.com/?q=48.091642,11.286339","https://earth.google.com/web/@48.091642,11.286339,500a,35y,0h,0t,0r"
150,09179,Fürstenfeldbruck,9179134,15323.836149964849,1925.766845703125,67.41817474365234,29510135.606589325,48.215101,11.28384,"https://maps.google.com/?q=48.215101,11.28384","https://earth.google.com/web/@48.215101,11.28384,500a,35y,0h,0t,0r"
151,09190,Weilheim-Schongau,9190148,15123.128050003928,1946.822021484375,85.23117065429688,29442038.7214757,47.819289,10.885672,"https://maps.google.com/?q=47.819289,10.885672","https://earth.google.com/web/@47.819289,10.885672,500a,35y,0h,0t,0r"
152,09183,Mühldorf a.Inn,9183112,15542.446750019739,1868.5682373046875,9.155412673950195,29042122.32708635,48.252189,12.430528,"https://maps.google.com/?q=48.252189,12.430528","https://earth.google.com/web/@48.252189,12.430528,500a,35y,0h,0t,0r"
153,09185,Neuburg-Schrobenhausen,9185158,15241.569400008193,1889.339111328125,31.431676864624023,28796493.185457423,48.556452,11.261575,"https://maps.google.com/?q=48.556452,11.261575","https://earth.google.com/web/@48.556452,11.261575,500a,35y,0h,0t,0r"
154,09179,Fürstenfeldbruck,9179142,14715.708550059364,1935.102783203125,76.54497528076172,28476408.5720259,48.221449,11.332524,"https://maps.google.com/?q=48.221449,11.332524","https://earth.google.com/web/@48.221449,11.332524,500a,35y,0h,0t,0r"
155,09185,Neuburg-Schrobenhausen,9185149,15076.905999996889,1873.4315185546875,13.263904571533203,28245550.90268045,48.7391,11.232563,"https://maps.google.com/?q=48.7391,11.232563","https://earth.google.com/web/@48.7391,11.232563,500a,35y,0h,0t,0r"
156,09182,Miesbach,9182116,14714.249850028158,1915.7415771484375,55.63058090209961,28188700.214249104,47.77944,11.715392,"https://maps.google.com/?q=47.77944,11.715392","https://earth.google.com/web/@47.77944,11.715392,500a,35y,0h,0t,0r"
157,09181,Landsberg am Lech,9181130,14524.767549987899,1917.958740234375,58.42870330810547,27857904.87237192,48.068689,10.835843,"https://maps.google.com/?q=48.068689,10.835843","https://earth.google.com/web/@48.068689,10.835843,500a,35y,0h,0t,0r"
158,09187,Rosenheim (Lkr),9187125,14508.960100008402,1914.06689453125,53.507667541503906,27771120.201500896,47.928981,12.375885,"https://maps.google.com/?q=47.928981,12.375885","https://earth.google.com/web/@47.928981,12.375885,500a,35y,0h,0t,0r"
159,09181,Landsberg am Lech,9181113,14190.74349999924,1938.249755859375,79.69786834716797,27505205.12433654,47.925141,10.861454,"https://maps.google.com/?q=47.925141,10.861454","https://earth.google.com/web/@47.925141,10.861454,500a,35y,0h,0t,0r"
160,09172,Berchtesgadener Land,9172118,14863.646949990718,1836.300537109375,2.117189407348633,27294122.87767208,47.825938,12.962664,"https://maps.google.com/?q=47.825938,12.962664","https://earth.google.com/web/@47.825938,12.962664,500a,35y,0h,0t,0r"
161,09181,Landsberg am Lech,9181144,14224.186550001416,1918.2056884765625,58.80064010620117,27284915.554164525,48.031897,11.086901,"https://maps.google.com/?q=48.031897,11.086901","https://earth.google.com/web/@48.031897,11.086901,500a,35y,0h,0t,0r"
162,09179,Fürstenfeldbruck,9179117,14192.121249965685,1909.6490478515625,48.203250885009766,27101970.831990898,48.261522,11.18505,"https://maps.google.com/?q=48.261522,11.18505","https://earth.google.com/web/@48.261522,11.18505,500a,35y,0h,0t,0r"
163,09182,Miesbach,9182119,14170.407650025609,1908.4078369140625,46.927215576171875,27042917.011575855,47.76803,11.827135,"https://maps.google.com/?q=47.76803,11.827135","https://earth.google.com/web/@47.76803,11.827135,500a,35y,0h,0t,0r"
164,09176,Eichstätt,9176139,14455.97660000415,1870.0792236328125,10.282673835754395,27033821.49698987,48.795729,11.513526,"https://maps.google.com/?q=48.795729,11.513526","https://earth.google.com/web/@48.795729,11.513526,500a,35y,0h,0t,0r"
165,09187,Rosenheim (Lkr),9187165,14415.670149988819,1862.454833984375,6.89517068862915,26848534.555970937,47.796757,12.119238,"https://maps.google.com/?q=47.796757,12.119238","https://earth.google.com/web/@47.796757,12.119238,500a,35y,0h,0t,0r"
166,09173,Bad Tölz-Wolfratshausen,9173147,13432.07070002003,1938.1483154296875,79.60631561279297,26033345.199976284,47.902947,11.429279,"https://maps.google.com/?q=47.902947,11.429279","https://earth.google.com/web/@47.902947,11.429279,500a,35y,0h,0t,0r"
167,09176,Eichstätt,9176139,13648.979700047688,1870.0792236328125,10.282673835754395,25524673.3608452,48.797021,11.51321,"https://maps.google.com/?q=48.797021,11.51321","https://earth.google.com/web/@48.797021,11.51321,500a,35y,0h,0t,0r"
168,09182,Miesbach,9182127,13169.342650012366,1924.630859375,66.07919311523438,25346123.26189714,47.916853,11.676939,"https://maps.google.com/?q=47.916853,11.676939","https://earth.google.com/web/@47.916853,11.676939,500a,35y,0h,0t,0r"
169,09189,Traunstein,9189143,13013.68420003514,1911.4794921875,50.26893997192383,24875390.466171663,47.940006,12.477169,"https://maps.google.com/?q=47.940006,12.477169","https://earth.google.com/web/@47.940006,12.477169,500a,35y,0h,0t,0r"
170,09179,Fürstenfeldbruck,9179142,12818.04174990558,1937.2510986328125,78.7193832397461,24831765.462325845,48.228586,11.339687,"https://maps.google.com/?q=48.228586,11.339687","https://earth.google.com/web/@48.228586,11.339687,500a,35y,0h,0t,0r"
171,09182,Miesbach,9182120,12910.19854999741,1921.8671875,62.846187591552734,24811686.9773501,47.878897,11.718037,"https://maps.google.com/?q=47.878897,11.718037","https://earth.google.com/web/@47.878897,11.718037,500a,35y,0h,0t,0r"
172,09189,Traunstein,9189120,13042.786599973619,1894.2913818359375,35.2712287902832,24706838.251455273,47.777978,12.47251,"https://maps.google.com/?q=47.777978,12.47251","https://earth.google.com/web/@47.777978,12.47251,500a,35y,0h,0t,0r"
173,09190,Weilheim-Schongau,9190148,12623.99479996925,1947.9796142578125,85.92927551269531,24591284.52083673,47.803868,10.863749,"https://maps.google.com/?q=47.803868,10.863749","https://earth.google.com/web/@47.803868,10.863749,500a,35y,0h,0t,0r"
174,09189,Traunstein,9189154,12928.410399977845,1901.253173828125,40.58708953857422,24580181.305510417,47.964695,12.596106,"https://maps.google.com/?q=47.964695,12.596106","https://earth.google.com/web/@47.964695,12.596106,500a,35y,0h,0t,0r"
175,09190,Weilheim-Schongau,9190148,12526.369549989975,1946.822021484375,85.23117065429688,24386612.089171804,47.811389,10.875646,"https://maps.google.com/?q=47.811389,10.875646","https://earth.google.com/web/@47.811389,10.875646,500a,35y,0h,0t,0r"
176,09176,Eichstätt,9176129,13033.475250053503,1869.5582275390625,9.887845993041992,24366840.88716427,48.78867,11.506249,"https://maps.google.com/?q=48.78867,11.506249","https://earth.google.com/web/@48.78867,11.506249,500a,35y,0h,0t,0r"
177,09190,Weilheim-Schongau,9190148,12345.145449950467,1949.0010986328125,86.5472640991211,24060702.044735327,47.804766,10.902322,"https://maps.google.com/?q=47.804766,10.902322","https://earth.google.com/web/@47.804766,10.902322,500a,35y,0h,0t,0r"
178,09187,Rosenheim (Lkr),9187165,12811.291750011762,1862.454833984375,6.89517068862915,23860452.24939355,47.793139,12.121966,"https://maps.google.com/?q=47.793139,12.121966","https://earth.google.com/web/@47.793139,12.121966,500a,35y,0h,0t,0r"
179,09180,Garmisch-Partenkirchen,9180117,13332.160599994699,1786.2640380859375,0.2403295934200287,23814759.029756766,47.483544,11.128254,"https://maps.google.com/?q=47.483544,11.128254","https://earth.google.com/web/@47.483544,11.128254,500a,35y,0h,0t,0r"
180,09190,Weilheim-Schongau,9190148,12043.942899983344,1943.345703125,83.2799301147461,23405544.683365483,47.801066,10.863467,"https://maps.google.com/?q=47.801066,10.863467","https://earth.google.com/web/@47.801066,10.863467,500a,35y,0h,0t,0r"
181,09182,Miesbach,9182120,12107.339750019251,1924.5501708984375,66.01052856445312,23301182.785024997,47.881567,11.702414,"https://maps.google.com/?q=47.881567,11.702414","https://earth.google.com/web/@47.881567,11.702414,500a,35y,0h,0t,0r"
182,09187,Rosenheim (Lkr),9187169,12311.941649982875,1869.6236572265625,9.962233543395996,23018697.37520102,47.791686,12.181576,"https://maps.google.com/?q=47.791686,12.181576","https://earth.google.com/web/@47.791686,12.181576,500a,35y,0h,0t,0r"
183,09190,Weilheim-Schongau,9190148,11786.508049987537,1950.7900390625,87.42847442626953,22993002.49924566,47.817862,10.903695,"https://maps.google.com/?q=47.817862,10.903695","https://earth.google.com/web/@47.817862,10.903695,500a,35y,0h,0t,0r"
184,09182,Miesbach,9182125,11775.218700038033,1913.0037841796875,52.105743408203125,22526037.932716176,47.783386,11.787113,"https://maps.google.com/?q=47.783386,11.787113","https://earth.google.com/web/@47.783386,11.787113,500a,35y,0h,0t,0r"
185,09173,Bad Tölz-Wolfratshausen,9173126,11538.895600090198,1938.7457275390625,80.12702941894531,22370984.545194156,47.889033,11.436204,"https://maps.google.com/?q=47.889033,11.436204","https://earth.google.com/web/@47.889033,11.436204,500a,35y,0h,0t,0r"
186,09173,Bad Tölz-Wolfratshausen,9173112,11609.216550005662,1910.3782958984375,48.93568420410156,22177995.329515755,47.751767,11.5608,"https://maps.google.com/?q=47.751767,11.5608","https://earth.google.com/web/@47.751767,11.5608,500a,35y,0h,0t,0r"
187,09174,Dachau,9174126,11052.115249997853,1968.7855224609375,94.36370086669922,21759244.496765517,48.222759,11.48379,"https://maps.google.com/?q=48.222759,11.48379","https://earth.google.com/web/@48.222759,11.48379,500a,35y,0h,0t,0r"
188,09174,Dachau,9174146,11185.026100054492,1922.0362548828125,63.08079528808594,21498025.67611525,48.281224,11.256145,"https://maps.google.com/?q=48.281224,11.256145","https://earth.google.com/web/@48.281224,11.256145,500a,35y,0h,0t,0r"
189,09173,Bad Tölz-Wolfratshausen,9173147,11014.322049968536,1940.6241455078125,81.49462127685547,21374659.316568047,47.901386,11.424171,"https://maps.google.com/?q=47.901386,11.424171","https://earth.google.com/web/@47.901386,11.424171,500a,35y,0h,0t,0r"
190,09163,Rosenheim (Stadt),9163000,11524.076949952794,1848.2379150390625,3.633554697036743,21299235.95473047,47.851368,12.142281,"https://maps.google.com/?q=47.851368,12.142281","https://earth.google.com/web/@47.851368,12.142281,500a,35y,0h,0t,0r"
191,09163,Rosenheim (Stadt),9163000,11149.80249996898,1849.727783203125,3.856717824935913,20624099.461420283,47.860199,12.131882,"https://maps.google.com/?q=47.860199,12.131882","https://earth.google.com/web/@47.860199,12.131882,500a,35y,0h,0t,0r"
192,09182,Miesbach,9182116,10774.758900007602,1913.46142578125,52.718013763427734,20617085.52725776,47.759122,11.745196,"https://maps.google.com/?q=47.759122,11.745196","https://earth.google.com/web/@47.759122,11.745196,500a,35y,0h,0t,0r"
193,09174,Dachau,9174113,10572.627699972765,1934.5443115234375,75.96131896972656,20453216.774837438,48.240308,11.344082,"https://maps.google.com/?q=48.240308,11.344082","https://earth.google.com/web/@48.240308,11.344082,500a,35y,0h,0t,0r"
194,09163,Rosenheim (Stadt),9163000,10702.864400005357,1850.0213623046875,3.908216953277588,19800527.777860254,47.867639,12.105588,"https://maps.google.com/?q=47.867639,12.105588","https://earth.google.com/web/@47.867639,12.105588,500a,35y,0h,0t,0r"
195,09188,Starnberg,9188121,9995.897799976447,1933.04052734375,74.42206573486328,19322475.5545407,48.091382,11.290334,"https://maps.google.com/?q=48.091382,11.290334","https://earth.google.com/web/@48.091382,11.290334,500a,35y,0h,0t,0r"
196,09163,Rosenheim (Stadt),9163000,9993.469300039551,1849.612548828125,3.8395514488220215,18484046.22368177,47.845455,12.088581,"https://maps.google.com/?q=47.845455,12.088581","https://earth.google.com/web/@47.845455,12.088581,500a,35y,0h,0t,0r"
197,09180,Garmisch-Partenkirchen,9180126,10147.504399996847,1799.6334228515625,0.3833829164505005,18261788.076767616,47.559774,11.124406,"https://maps.google.com/?q=47.559774,11.124406","https://earth.google.com/web/@47.559774,11.124406,500a,35y,0h,0t,0r"
198,09182,Miesbach,9182125,9255.914100010543,1909.4013671875,47.917144775390625,17673255.03713019,47.789087,11.844238,"https://maps.google.com/?q=47.789087,11.844238","https://earth.google.com/web/@47.789087,11.844238,500a,35y,0h,0t,0r"
199,09188,Starnberg,9188120,9047.744949964685,1933.04052734375,74.42206573486328,17489657.669351485,48.088524,11.298677,"https://maps.google.com/?q=48.088524,11.298677","https://earth.google.com/web/@48.088524,11.298677,500a,35y,0h,0t,0r"
200,09188,Starnberg,9188124,9053.920849961984,1917.120849609375,57.427330017089844,17357460.432175152,48.011166,11.164387,"https://maps.google.com/?q=48.011166,11.164387","https://earth.google.com/web/@48.011166,11.164387,500a,35y,0h,0t,0r"
201,09188,Starnberg,9188139,8874.283600020328,1952.2437744140625,88.10940551757812,17324764.9105245,48.015747,11.423091,"https://maps.google.com/?q=48.015747,11.423091","https://earth.google.com/web/@48.015747,11.423091,500a,35y,0h,0t,0r"
202,09173,Bad Tölz-Wolfratshausen,9173123,8858.568699982105,1944.0240478515625,83.62897491455078,17221270.582310364,47.85455,11.40726,"https://maps.google.com/?q=47.85455,11.40726","https://earth.google.com/web/@47.85455,11.40726,500a,35y,0h,0t,0r"
203,09172,Berchtesgadener Land,9172117,9148.463600012163,1859.661865234375,6.0139617919921875,17013048.8824274,47.668635,12.944397,"https://maps.google.com/?q=47.668635,12.944397","https://earth.google.com/web/@47.668635,12.944397,500a,35y,0h,0t,0r"
204,09163,Rosenheim (Stadt),9163000,9087.545449994403,1853.7061767578125,4.617761611938477,16845639.13222198,47.838484,12.12044,"https://maps.google.com/?q=47.838484,12.12044","https://earth.google.com/web/@47.838484,12.12044,500a,35y,0h,0t,0r"
205,09173,Bad Tölz-Wolfratshausen,9173126,8625.629649967252,1938.9776611328125,80.27581024169922,16724903.204491341,47.885477,11.444924,"https://maps.google.com/?q=47.885477,11.444924","https://earth.google.com/web/@47.885477,11.444924,500a,35y,0h,0t,0r"
206,09173,Bad Tölz-Wolfratshausen,9173112,8691.216499999025,1913.55712890625,52.87823486328125,16631139.292440763,47.756989,11.551471,"https://maps.google.com/?q=47.756989,11.551471","https://earth.google.com/web/@47.756989,11.551471,500a,35y,0h,0t,0r"
207,09172,Berchtesgadener Land,9172134,8973.322899997313,1849.3338623046875,3.7994964122772217,16594669.896359129,47.847707,12.823363,"https://maps.google.com/?q=47.847707,12.823363","https://earth.google.com/web/@47.847707,12.823363,500a,35y,0h,0t,0r"
208,09173,Bad Tölz-Wolfratshausen,9173147,8517.765300011519,1938.1483154296875,79.60631561279297,16508692.467442771,47.904614,11.427127,"https://maps.google.com/?q=47.904614,11.427127","https://earth.google.com/web/@47.904614,11.427127,500a,35y,0h,0t,0r"
209,09172,Berchtesgadener Land,9172111,8902.63625002614,1829.006103515625,1.441977620124817,16282976.038677266,47.796519,12.952173,"https://maps.google.com/?q=47.796519,12.952173","https://earth.google.com/web/@47.796519,12.952173,500a,35y,0h,0t,0r"
210,09182,Miesbach,9182134,8357.52330001583,1923.0052490234375,64.31678009033203,16071561.174766121,47.811323,11.675364,"https://maps.google.com/?q=47.811323,11.675364","https://earth.google.com/web/@47.811323,11.675364,500a,35y,0h,0t,0r"
211,09180,Garmisch-Partenkirchen,9180117,9093.678799989117,1758.294189453125,0.02861066535115242,15989362.59477393,47.481894,11.064252,"https://maps.google.com/?q=47.481894,11.064252","https://earth.google.com/web/@47.481894,11.064252,500a,35y,0h,0t,0r"
212,09163,Rosenheim (Stadt),9163000,8594.524599980763,1848.2379150390625,3.633554697036743,15884726.227420378,47.849574,12.139786,"https://maps.google.com/?q=47.849574,12.139786","https://earth.google.com/web/@47.849574,12.139786,500a,35y,0h,0t,0r"
213,09173,Bad Tölz-Wolfratshausen,9173147,7951.925749979256,1938.1483154296875,79.60631561279297,15412011.496744249,47.901004,11.425677,"https://maps.google.com/?q=47.901004,11.425677","https://earth.google.com/web/@47.901004,11.425677,500a,35y,0h,0t,0r"
214,09173,Bad Tölz-Wolfratshausen,9173147,7844.397099996556,1938.1483154296875,79.60631561279297,15203605.02491985,47.90534,11.431791,"https://maps.google.com/?q=47.90534,11.431791","https://earth.google.com/web/@47.90534,11.431791,500a,35y,0h,0t,0r"
215,09188,Starnberg,9188120,7699.7784999582545,1943.080810546875,83.06820678710938,14961291.848730287,48.066225,11.352588,"https://maps.google.com/?q=48.066225,11.352588","https://earth.google.com/web/@48.066225,11.352588,500a,35y,0h,0t,0r"
216,09172,Berchtesgadener Land,9172132,7884.755500016351,1879.94775390625,22.190433502197266,14822928.39235569,47.602312,12.979323,"https://maps.google.com/?q=47.602312,12.979323","https://earth.google.com/web/@47.602312,12.979323,500a,35y,0h,0t,0r"
217,09188,Starnberg,9188120,7447.694050021764,1953.445068359375,88.67589569091797,14548661.212664476,48.06967,11.407761,"https://maps.google.com/?q=48.06967,11.407761","https://earth.google.com/web/@48.06967,11.407761,500a,35y,0h,0t,0r"
218,09188,Starnberg,9188139,7358.058599992913,1952.2437744140625,88.10940551757812,14364724.093610017,48.0149,11.422484,"https://maps.google.com/?q=48.0149,11.422484","https://earth.google.com/web/@48.0149,11.422484,500a,35y,0h,0t,0r"
219,09188,Starnberg,9188121,7225.878699985506,1930.83154296875,72.42504119873047,13951954.519598039,48.104988,11.285892,"https://maps.google.com/?q=48.104988,11.285892","https://earth.google.com/web/@48.104988,11.285892,500a,35y,0h,0t,0r"
220,09172,Berchtesgadener Land,9172116,7411.040249996054,1880.04931640625,22.29343032836914,13933121.155864285,47.633856,13.046523,"https://maps.google.com/?q=47.633856,13.046523","https://earth.google.com/web/@47.633856,13.046523,500a,35y,0h,0t,0r"
221,09172,Berchtesgadener Land,9172117,7304.141399991362,1859.0374755859375,5.859464645385742,13578672.589562677,47.639327,12.960965,"https://maps.google.com/?q=47.639327,12.960965","https://earth.google.com/web/@47.639327,12.960965,500a,35y,0h,0t,0r"
222,09172,Berchtesgadener Land,9172118,7364.7805000046965,1838.93896484375,2.4319067001342773,13543381.828980071,47.856368,12.962806,"https://maps.google.com/?q=47.856368,12.962806","https://earth.google.com/web/@47.856368,12.962806,500a,35y,0h,0t,0r"
223,09163,Rosenheim (Stadt),9163000,7302.068749974645,1849.612548828125,3.8395514488220215,13505997.992358804,47.846179,12.086387,"https://maps.google.com/?q=47.846179,12.086387","https://earth.google.com/web/@47.846179,12.086387,500a,35y,0h,0t,0r"
224,09188,Starnberg,9188137,6761.9389999515515,1939.2642822265625,80.45891571044922,13113186.781200845,47.983854,11.304028,"https://maps.google.com/?q=47.983854,11.304028","https://earth.google.com/web/@47.983854,11.304028,500a,35y,0h,0t,0r"
225,09180,Garmisch-Partenkirchen,9180117,6666.185500011013,1756.2021484375,0.01716640032827854,11707169.29700225,47.499479,11.08443,"https://maps.google.com/?q=47.499479,11.08443","https://earth.google.com/web/@47.499479,11.08443,500a,35y,0h,0t,0r"
226,09180,Garmisch-Partenkirchen,9180122,6161.906100001938,1839.9205322265625,2.56923770904541,11337417.55104567,47.472022,11.214312,"https://maps.google.com/?q=47.472022,11.214312","https://earth.google.com/web/@47.472022,11.214312,500a,35y,0h,0t,0r"
227,09180,Garmisch-Partenkirchen,9180114,5581.528699968624,1828.0751953125,1.379034161567688,10203454.168337466,47.612817,11.195173,"https://maps.google.com/?q=47.612817,11.195173","https://earth.google.com/web/@47.612817,11.195173,500a,35y,0h,0t,0r"
